outbreak_category_id,sufferer,dead,district_id,created_at
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,5879,864,3175060,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,4857,534,3175050,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,77,20,3101010,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,251,30,3101020,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,6018,826,3175040,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,15228,457,3175020,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,9985,610,3175010,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,8977,1214,3175030,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7832,770,3175060,2021-06-05
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,6945,459,3175050,2021-06-05
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,187,16,3101010,2021-06-05
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,451,28,3101020,2021-06-05
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7205,738,3175040,2021-06-05
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,17659,404,3175020,2021-06-05
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,13834,555,3175010,2021-06-05
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,12353,1078,3175030,2021-06-05
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,21416,1339,3175060,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,16171,767,3175050,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,1248,31,3101010,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,969,37,3101020,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,19306,1319,3175040,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,26706,736,3175020,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,26196,978,3175010,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,29903,1809,3175030,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,10829,1447,3175060,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,8749,846,3175050,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,251,41,3101010,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,480,32,3101020,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,11397,1404,3175040,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,20356,795,3175020,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,12872,1023,3175010,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,15409,1804,3175030,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,12285,1564,3175060,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,11414,907,3175050,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,225,44,3101010,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,393,32,3101020,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,10801,1460,3175040,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,24960,861,3175020,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,15193,1082,3175010,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,17889,1908,3175030,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,18250,1983,3175060,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,16958,1160,3175050,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,324,55,3101010,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,1153,40,3101020,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,14790,1831,3175040,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,29263,1115,3175020,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,20641,1375,3175010,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,24207,2431,3175030,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,17881,1591,3175060,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,18276,928,3175050,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,514,44,3101010,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,23284,32,3101020,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,14575,1469,3175040,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,39105,892,3175020,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,22593,1100,3175010,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,25335,1952,3175030,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,2763,241,3173050,2021-01-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,2361,237,3173080,2021-01-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,1754,378,3173040,2021-01-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,6046,619,3173060,2021-01-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,2231,207,3173020,2021-01-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,1676,273,3173070,2021-01-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,3285,295,3173030,2021-01-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,1874,412,3173010,2021-01-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,2915,254,3173050,2021-02-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,2542,222,3173080,2021-02-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,2185,361,3173040,2021-02-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,5040,605,3173060,2021-02-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,2273,221,3173020,2021-02-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,2364,264,3173070,2021-02-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,3207,310,3173030,2021-02-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,2554,397,3173010,2021-02-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,590,20,3173050,2021-03-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,578,40,3173080,2021-03-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,489,24,3173040,2021-03-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,3584,76,3173060,2021-03-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,620,28,3173020,2021-03-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,495,40,3173070,2021-03-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,736,40,3173030,2021-03-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,911,56,3173010,2021-03-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,842,20,3173050,2021-02-24
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,839,40,3173080,2021-02-24
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,521,24,3173040,2021-02-24
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,1294,76,3173060,2021-02-24
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,538,28,3173020,2021-02-24
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,599,40,3173070,2021-02-24
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,714,40,3173030,2021-02-24
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,993,56,3173010,2021-02-24
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,4445,454,3173050,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,4129,381,3173080,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,3280,551,3173040,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7078,1013,3173060,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,2987,377,3173020,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,5767,452,3173070,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,4006,519,3173030,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,4550,565,3173010,2021-05-29
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,4735,407,3173050,2021-06-26
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,5340,334,3173080,2021-06-26
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,3619,474,3173040,2021-06-26
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,8101,901,3173060,2021-06-26
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,3682,326,3173020,2021-06-26
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,5392,412,3173070,2021-06-26
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,3441,446,3173030,2021-06-26
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,5821,570,3173010,2021-06-26
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,9245,737,3173050,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,9177,576,3173080,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7526,694,3173040,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,15812,1575,3173060,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7153,530,3173020,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,11084,699,3173070,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7969,717,3173030,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,10361,941,3173010,2021-07-31
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,5371,781,3173050,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,5811,585,3173080,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,3994,676,3173040,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,12123,1657,3173060,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,5309,514,3173020,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7631,722,3173070,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,4811,719,3173030,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7269,948,3173010,2021-08-28
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7129,836,3173050,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7066,661,3173080,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,5102,707,3173040,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,13622,1778,3173060,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7038,534,3173020,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,9080,789,3173070,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,6333,783,3173030,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,10788,1006,3173010,2021-09-25
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,9875,1075,3173050,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,8638,868,3173080,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,7976,910,3173040,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,18215,2290,3173060,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,8309,680,3173020,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,9982,1010,3173070,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,8681,1024,3173030,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,13239,1312,3173010,2021-10-30
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,28512,2598,3174070,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,19462,1380,3174040,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,20174,1578,3174080,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,25172,1812,3174020,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,23373,1584,3174010,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,14094,1532,3174030,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,8779,672,3174060,2021-11-27
e089ad6b-e03e-4ab5-8c6a-5ce65455e713,12356,1267,3174050,2021-11-27
